dataset,phase,subject,session/domain,condition,calibration_budget,shots_per_class,evaluation_unit,evaluation_trials,feature_family,model,feature_dimension,macro_f1,accuracy,log_loss,brier,ece,scope,evaluation_boundary
song_real8_one_person_one_day,validation,Song,S03,completed_valid_cued_stable_formal,0,0,whole_native_trial_mean,140,F0,source_only_logistic,48,0.935935362695926,0.9357142857142857,0.3108983701408517,0.03539618862194824,0.16001562135560168,"one-person/day exploratory, S01/S02 source, S03 validation, S04 final",cued stable trial means; source model fixed; S04 previously inspected; not live accuracy
song_real8_one_person_one_day,validation,Song,S03,completed_valid_cued_stable_formal,0,0,whole_native_trial_mean,140,F0+F2c_SPD,source_only_logistic,84,0.9713817713817714,0.9714285714285714,0.1865997186648965,0.022437216693884578,0.09128379757915225,"one-person/day exploratory, S01/S02 source, S03 validation, S04 final",cued stable trial means; source model fixed; S04 previously inspected; not live accuracy
song_real8_one_person_one_day,final,Song,S04,completed_valid_cued_stable_formal,0,0,whole_native_trial_mean,144,F0,source_only_logistic,48,0.9068393441879964,0.9097222222222222,0.4271641995302901,0.053285038897435785,0.18512672661907142,"one-person/day exploratory, S01/S02 source, S03 validation, S04 final",cued stable trial means; source model fixed; S04 previously inspected; not live accuracy
song_real8_one_person_one_day,final,Song,S04,completed_valid_cued_stable_formal,0,0,whole_native_trial_mean,144,F0+F2c_SPD,source_only_logistic,84,0.9507791284107074,0.9513888888888888,0.2375934495342445,0.029821162342126666,0.10294600472682051,"one-person/day exploratory, S01/S02 source, S03 validation, S04 final",cued stable trial means; source model fixed; S04 previously inspected; not live accuracy
