family,factor,run_id,condition,baseline_macro_f1,candidate_macro_f1,delta_macro_f1,delta_logloss,delta_brier
F9_Quality,day,feature_bank_unibo_validation_20260915,ALL,0.6553824578465604,0.6600595673884517,0.004677109541891378,0.002628900756197816,0.0008359596499994681
F9_Quality,day,feature_bank_unibo_validation_20260915,posture_1,0.6500122741433252,0.6526807848488145,0.0026685107054893464,0.00216605206474374,0.0015197381984890512
F9_Quality,day,feature_bank_unibo_validation_20260915,posture_2,0.6555460017238655,0.6472732515025095,-0.008272750221355984,0.002858956371121324,0.00036657053004073015
F9_Quality,day,feature_bank_unibo_validation_20260915,posture_3,0.6620663903639114,0.6736975252511321,0.011631134887220784,0.00677087857243347,0.001503396327930659
F9_Quality,day,feature_bank_unibo_validation_20260915,posture_4,0.6425451069063199,0.6538920157122128,0.011346908805892841,-0.0011051890988310054,-9.971877188152956e-06
F9_Quality,day,feature_bank_unibo_validation_20260915,day_6,0.6553824578465604,0.6600595673884517,0.004677109541891378,0.002628900756197816,0.0008359596499994681
F6_Posture,day,feature_bank_unibo_validation_20260915,ALL,0.6553824578465604,0.6542422602204223,-0.0011401976261380398,-0.00015746874570277125,0.00018976063564159207
F6_Posture,day,feature_bank_unibo_validation_20260915,posture_1,0.6500122741433252,0.6546746161684226,0.00466234202509741,0.003624675790425691,0.0006876697717627112
F6_Posture,day,feature_bank_unibo_validation_20260915,posture_2,0.6555460017238655,0.647035960975743,-0.00851004074812245,-0.007444618314376483,-0.0008613697466637177
F6_Posture,day,feature_bank_unibo_validation_20260915,posture_3,0.6620663903639114,0.6508180181393325,-0.011248372224578862,-0.0025769269335126355,-0.00039729804672523905
F6_Posture,day,feature_bank_unibo_validation_20260915,posture_4,0.6425451069063199,0.6563938156308866,0.013848708724566672,0.005487551484575748,0.0012773078029725826
F6_Posture,day,feature_bank_unibo_validation_20260915,day_6,0.6553824578465604,0.6542422602204223,-0.0011401976261380398,-0.00015746874570277125,0.00018976063564159207
F1_X1H,user,feature_bank_epn612_trial_validation_20260915,cross_user,0.38380556431418217,0.38937306341733097,0.005567499103148799,-0.03641783082848726,-0.0005649012115402086
F2a_Cov,user,feature_bank_epn612_trial_validation_20260915,cross_user,0.38380556431418217,0.3901533944535516,0.006347830139369459,-0.36143979193977716,-0.014387657894004799
F2b_CSP,user,feature_bank_epn612_trial_validation_20260915,cross_user,0.38380556431418217,0.4087705081811333,0.02496494386695114,-0.08264384873797326,-0.0013978631296662075
F2c_SPD,user,feature_bank_epn612_trial_validation_20260915,cross_user,0.38380556431418217,0.39092119886436066,0.007115634550178496,-0.11407645633065733,-0.003349399308016393
F3_Ring,user,feature_bank_epn612_trial_validation_20260915,cross_user,0.38380556431418217,0.41687044805928813,0.033064883745105966,0.00428543799549197,0.002882023485692206
F4_Spectral,user,feature_bank_epn612_trial_validation_20260915,cross_user,0.38380556431418217,0.3797317615069016,-0.004073802807280591,-0.17840510414873822,-0.006795691342707341
F5_Temporal,user,feature_bank_epn612_trial_validation_20260915,cross_user,0.38380556431418217,0.38074319892971964,-0.0030623653844625287,-0.0989113859118369,-0.005572887596744153
F9_Quality,user,feature_bank_epn612_trial_validation_20260915,cross_user,0.38380556431418217,0.3968701679365279,0.013064603622345738,-0.08128252526627078,-0.004306200955090739
F6_IMU,user,feature_bank_epn612_trial_validation_20260915,cross_user,0.38380556431418217,0.40596131159863247,0.0221557472844503,-0.061929826883040606,-0.002995473679131083
F1_X1H,posture,feature_bank_emg_fmg_validation_20260915,ALL,0.6050781077612045,0.6024328958447516,-0.0026452119164529497,-0.03150358508461393,-0.0014654084242171073
F2a_Cov,posture,feature_bank_emg_fmg_validation_20260915,ALL,0.6050781077612045,0.6289767605389185,0.02389865277771397,0.025324087236494597,0.005940674526183937
F2b_CSP,posture,feature_bank_emg_fmg_validation_20260915,ALL,0.6050781077612045,0.5723949988791169,-0.032683108882087586,-0.08418943513734245,-0.009133405802536243
F2c_SPD,posture,feature_bank_emg_fmg_validation_20260915,ALL,0.6050781077612045,0.6433386664711455,0.03826055870994094,0.030906380088475016,0.007539100984204128
F3_Ring,posture,feature_bank_emg_fmg_validation_20260915,ALL,0.6050781077612045,0.5785475434189343,-0.02653056434227019,-0.09789244945432873,-0.006615556161675806
F4_Spectral,posture,feature_bank_emg_fmg_validation_20260915,ALL,0.6050781077612045,0.6154057098667884,0.010327602105583922,-0.11307588379899425,-0.00762155094798897
F5_Temporal,posture,feature_bank_emg_fmg_validation_20260915,ALL,0.6050781077612045,0.6208518769522663,0.01577376919106177,0.013865968256348005,0.001690370282599829
F9_Quality,posture,feature_bank_emg_fmg_validation_20260915,ALL,0.6050781077612045,0.5882037046231017,-0.016874403138102845,-0.058055588051827645,0.0011380873755144905
F1_X1H,posture,feature_bank_emg_fmg_validation_20260915,position_2,0.7357896732896734,0.7219516594516594,-0.013838013838013974,0.00796757813147908,-0.00027843451314876755
F2a_Cov,posture,feature_bank_emg_fmg_validation_20260915,position_2,0.7357896732896734,0.8245865245865246,0.08879685129685122,0.08154370962632435,0.013389765281313262
F2b_CSP,posture,feature_bank_emg_fmg_validation_20260915,position_2,0.7357896732896734,0.7272426647426647,-0.008547008547008628,0.037370513142766904,0.001801548142255166
F2c_SPD,posture,feature_bank_emg_fmg_validation_20260915,position_2,0.7357896732896734,0.8532948532948533,0.11750518000517995,0.11107336645282084,0.017456952010108988
F3_Ring,posture,feature_bank_emg_fmg_validation_20260915,position_2,0.7357896732896734,0.7695498945498945,0.03376022126022116,0.02892559565514302,0.006290332921126962
F4_Spectral,posture,feature_bank_emg_fmg_validation_20260915,position_2,0.7357896732896734,0.7532451710083289,0.01745549771865551,-0.07937633715980597,-0.012771502975169075
F5_Temporal,posture,feature_bank_emg_fmg_validation_20260915,position_2,0.7357896732896734,0.7761590261590262,0.04036935286935284,-0.04151843970157465,-0.008374902567845968
F9_Quality,posture,feature_bank_emg_fmg_validation_20260915,position_2,0.7357896732896734,0.7183201058201059,-0.017469567469567515,0.018972576909145944,0.0018875500695757635
F1_X1H,posture,feature_bank_emg_fmg_validation_20260915,position_3,0.4091223319164496,0.4104423082364259,0.0013199763199763237,-0.05905761605156612,-0.004938647028703419
F2a_Cov,posture,feature_bank_emg_fmg_validation_20260915,position_3,0.4091223319164496,0.4845075948017124,0.07538526288526282,0.05343485362426681,0.01609508137669982
F2b_CSP,posture,feature_bank_emg_fmg_validation_20260915,position_3,0.4091223319164496,0.281033781033781,-0.12808855088266857,-0.19165910001736353,-0.017345692707904953
F2c_SPD,posture,feature_bank_emg_fmg_validation_20260915,position_3,0.4091223319164496,0.4784349637290813,0.0693126318126317,0.1786098082768639,0.022255845432958027
F3_Ring,posture,feature_bank_emg_fmg_validation_20260915,position_3,0.4091223319164496,0.41313188445541393,0.004009552538964345,-0.04893098662304829,-0.0007145060603994391
F4_Spectral,posture,feature_bank_emg_fmg_validation_20260915,position_3,0.4091223319164496,0.43563936063936054,0.02651702872291095,0.057560403666145676,0.0014227926177105554
F5_Temporal,posture,feature_bank_emg_fmg_validation_20260915,position_3,0.4091223319164496,0.4826058201058201,0.0734834881893705,0.023907194559604328,0.008733946878010101
F9_Quality,posture,feature_bank_emg_fmg_validation_20260915,position_3,0.4091223319164496,0.41160714285714284,0.0024848109406932495,-0.01702969764186202,0.0018563183745680945
F1_X1H,posture,feature_bank_emg_fmg_validation_20260915,position_4,0.189021164021164,0.19017094017094016,0.001149776149776155,-0.12512336152057824,-0.0032684225387904497
F2a_Cov,posture,feature_bank_emg_fmg_validation_20260915,position_4,0.189021164021164,0.17641432641432642,-0.01260683760683759,0.2217420139085604,0.005802626547803114
F2b_CSP,posture,feature_bank_emg_fmg_validation_20260915,position_4,0.189021164021164,0.19384920634920633,0.00482804232804232,-0.12173572682140188,-0.011321022926031543
F2c_SPD,posture,feature_bank_emg_fmg_validation_20260915,position_4,0.189021164021164,0.2086970899470899,0.019675925925925902,0.11332684377091962,0.001234711254477272
F3_Ring,posture,feature_bank_emg_fmg_validation_20260915,position_4,0.189021164021164,0.1309697855750487,-0.0580513784461153,-0.27021830652991863,-0.010752955064048997
F4_Spectral,posture,feature_bank_emg_fmg_validation_20260915,position_4,0.189021164021164,0.2400793650793651,0.05105820105820108,-0.06994333791565044,0.007792324635405523
F5_Temporal,posture,feature_bank_emg_fmg_validation_20260915,position_4,0.189021164021164,0.23172767778030937,0.04270651375914536,0.21482247854516157,0.01185995136884721
F9_Quality,posture,feature_bank_emg_fmg_validation_20260915,position_4,0.189021164021164,0.1435800890404471,-0.045441074980716895,-0.30747082752206634,0.0017792674396501784
F1_X1H,posture,feature_bank_emg_fmg_validation_20260915,position_5,0.4258292633292633,0.40748880748880745,-0.01834045584045585,-0.07953788635248715,5.989927882091295e-05
F2a_Cov,posture,feature_bank_emg_fmg_validation_20260915,position_5,0.4258292633292633,0.4118716931216931,-0.013957570207570213,-0.15685849319260536,-0.0014056187030364597
F2b_CSP,posture,feature_bank_emg_fmg_validation_20260915,position_5,0.4258292633292633,0.3183226495726496,-0.10750661375661369,-0.1573105108159818,-0.01605010091759848
F2c_SPD,posture,feature_bank_emg_fmg_validation_20260915,position_5,0.4258292633292633,0.41451719576719576,-0.01131206756206754,-0.11381207900286383,-0.0032485549832839966
F3_Ring,posture,feature_bank_emg_fmg_validation_20260915,position_5,0.4258292633292633,0.38685647141529494,-0.03897279191396835,-0.1234348810657937,-0.011784901622200777
F4_Spectral,posture,feature_bank_emg_fmg_validation_20260915,position_5,0.4258292633292633,0.2957857731077545,-0.1300434902215088,-0.47701315910709474,-0.028170044280252188
F5_Temporal,posture,feature_bank_emg_fmg_validation_20260915,position_5,0.4258292633292633,0.48888888888888893,0.06305962555962563,0.05991419467751857,0.007908869000480628
F9_Quality,posture,feature_bank_emg_fmg_validation_20260915,position_5,0.4258292633292633,0.3041592394533571,-0.1216700238759062,-0.25666518786169634,-0.01951080818633036
F1_X1H,posture,feature_bank_emg_fmg_validation_20260915,position_6,0.6452376327376327,0.6643874643874644,0.01914983164983175,0.008194320028270696,-0.0010065267995180982
F2a_Cov,posture,feature_bank_emg_fmg_validation_20260915,position_6,0.6452376327376327,0.6498917748917749,0.004654142154142171,0.026769061010283313,0.005277524519730251
F2b_CSP,posture,feature_bank_emg_fmg_validation_20260915,position_6,0.6452376327376327,0.5857295482295483,-0.059508084508084425,-0.07656691337147536,-0.01495753253428743
F2c_SPD,posture,feature_bank_emg_fmg_validation_20260915,position_6,0.6452376327376327,0.6802401302401302,0.03500249750249751,-0.01173183697804947,0.005910413487331373
F3_Ring,posture,feature_bank_emg_fmg_validation_20260915,position_6,0.6452376327376327,0.6814814814814815,0.03624384874384878,-0.07705228560765809,-0.010328678473327357
F4_Spectral,posture,feature_bank_emg_fmg_validation_20260915,position_6,0.6452376327376327,0.5751813001813002,-0.07005633255633248,-0.145659436923264,-0.025596464722347376
F5_Temporal,posture,feature_bank_emg_fmg_validation_20260915,position_6,0.6452376327376327,0.6558291245791246,0.010591491841491885,-0.021550491210527545,-0.004075600246454925
F9_Quality,posture,feature_bank_emg_fmg_validation_20260915,position_6,0.6452376327376327,0.6658653846153846,0.0206277518777519,0.02546565436425452,0.00488148349786513
F1_X1H,posture,feature_bank_emg_fmg_validation_20260915,position_7,0.7061117123617123,0.6966540404040403,-0.009457671957671998,0.021675783876152765,-0.0005821934114491611
F2a_Cov,posture,feature_bank_emg_fmg_validation_20260915,position_7,0.7061117123617123,0.7627946127946128,0.056682900432900474,0.018297644314355987,0.006686277482835387
F2b_CSP,posture,feature_bank_emg_fmg_validation_20260915,position_7,0.7061117123617123,0.7174272486772487,0.01131553631553639,-0.06651060472457693,-0.0030930570958766224
F2c_SPD,posture,feature_bank_emg_fmg_validation_20260915,position_7,0.7061117123617123,0.8210858585858585,0.11497414622414615,0.011802675612894942,0.014454777805407201
F3_Ring,posture,feature_bank_emg_fmg_validation_20260915,position_7,0.7061117123617123,0.59874962999963,-0.10736208236208233,-0.10006088281091108,-0.007651943726023069
F4_Spectral,posture,feature_bank_emg_fmg_validation_20260915,position_7,0.7061117123617123,0.857919857919858,0.1518081455581457,0.03558148316449283,0.01177439835996924
F5_Temporal,posture,feature_bank_emg_fmg_validation_20260915,position_7,0.7061117123617123,0.6490921115921116,-0.057019600769600776,-0.09938982880922564,-0.0015579943915126904
F9_Quality,posture,feature_bank_emg_fmg_validation_20260915,position_7,0.7061117123617123,0.793939393939394,0.08782768157768162,0.06990856214355201,0.008579274892588862
F1_X1H,posture,feature_bank_emg_fmg_validation_20260915,position_8,0.8360690235690235,0.8360690235690235,0.0,0.005356086296431917,-0.00024353395673060163
F2a_Cov,posture,feature_bank_emg_fmg_validation_20260915,position_8,0.8360690235690235,0.8204966329966329,-0.015572390572390571,-0.06766017863572388,-0.004260934822057673
F2b_CSP,posture,feature_bank_emg_fmg_validation_20260915,position_8,0.8360690235690235,0.8552188552188552,0.01914983164983175,-0.012913703353364225,-0.002967982578309679
F2c_SPD,posture,feature_bank_emg_fmg_validation_20260915,position_8,0.8360690235690235,0.8035806785806785,-0.032488344988344964,-0.07292411751326244,-0.005290438117569789
F3_Ring,posture,feature_bank_emg_fmg_validation_20260915,position_8,0.8360690235690235,0.8204966329966329,-0.015572390572390571,-0.0944753991981141,-0.011366241106857806
F4_Spectral,posture,feature_bank_emg_fmg_validation_20260915,position_8,0.8360690235690235,0.8194444444444445,-0.01662457912457893,-0.11268080231778177,-0.007802360271239407
F5_Temporal,posture,feature_bank_emg_fmg_validation_20260915,position_8,0.8360690235690235,0.8373316498316498,0.0012626262626262985,-0.03912333026651993,-0.0026616780633254428
F9_Quality,posture,feature_bank_emg_fmg_validation_20260915,position_8,0.8360690235690235,0.84992784992785,0.013858826358826515,0.060429803245878266,0.008493525540683923
F1_X1H,speed,feature_bank_manus_validation_20260915,ALL,0.3409759660911735,0.35672056316339434,0.015744597072220867,-0.15425428431194588,-0.009064731763440304
F1_X1H,speed,feature_bank_manus_validation_20260915,slow,0.2124135124135124,0.185453216374269,-0.02696029603924338,-0.17820003657166072,-0.012254411711133423
F1_X1H,speed,feature_bank_manus_validation_20260915,medium,0.33566017316017316,0.3727938727938728,0.03713369963369967,-0.128690513268912,-0.007181237295873832
F1_X1H,speed,feature_bank_manus_validation_20260915,fast,0.42269397269397274,0.4431457431457431,0.02045177045177038,-0.15587230309526667,-0.007758546283313739
F2a_Cov,speed,feature_bank_manus_validation_20260915,ALL,0.3409759660911735,0.47165005537098564,0.13067408927981217,-0.2143328259725652,0.009257835648885632
F2a_Cov,speed,feature_bank_manus_validation_20260915,slow,0.2124135124135124,0.4295334295334296,0.2171199171199172,-0.3819843446648088,0.0064536818270018725
F2a_Cov,speed,feature_bank_manus_validation_20260915,medium,0.33566017316017316,0.4595959595959596,0.12393578643578645,-0.13623715287989668,0.00907754119675333
F2a_Cov,speed,feature_bank_manus_validation_20260915,fast,0.42269397269397274,0.5207459207459207,0.098051948051948,-0.12477698037299145,0.012242283922901664
F2b_CSP,speed,feature_bank_manus_validation_20260915,ALL,0.3409759660911735,0.378220596970597,0.037244630879423535,-0.08831474883207902,-0.0008763241971495861
F2b_CSP,speed,feature_bank_manus_validation_20260915,slow,0.2124135124135124,0.30330086580086585,0.09088735338735346,-0.17095854371934216,-0.0022187905399990993
F2b_CSP,speed,feature_bank_manus_validation_20260915,medium,0.33566017316017316,0.30915750915750917,-0.02650266400266399,-0.22631079935045761,-0.006645530717283077
F2b_CSP,speed,feature_bank_manus_validation_20260915,fast,0.42269397269397274,0.46278775690540397,0.04009378421143123,0.13232509657356117,0.006235348665833418
F2c_SPD,speed,feature_bank_manus_validation_20260915,ALL,0.3409759660911735,0.5096320346320345,0.16865606854086107,-0.2951739435587526,0.010262590794733323
F2c_SPD,speed,feature_bank_manus_validation_20260915,slow,0.2124135124135124,0.45726495726495725,0.24485144485144486,-0.2112125083484444,0.01725174813420116
F2c_SPD,speed,feature_bank_manus_validation_20260915,medium,0.33566017316017316,0.5266556972439326,0.19099552408375942,-0.24647509797731137,0.00715749275208602
F2c_SPD,speed,feature_bank_manus_validation_20260915,fast,0.42269397269397274,0.5112572612572612,0.08856328856328849,-0.4278342243505029,0.006378531497912676
F3_Ring,speed,feature_bank_manus_validation_20260915,ALL,0.3409759660911735,0.378146076970465,0.03717011087929151,-0.6368372451179156,-0.01670395023816401
F3_Ring,speed,feature_bank_manus_validation_20260915,slow,0.2124135124135124,0.2688746438746438,0.056461131461131436,-0.9573075653047827,-0.032291484642215595
F3_Ring,speed,feature_bank_manus_validation_20260915,medium,0.33566017316017316,0.34572649572649566,0.010066322566322505,-0.7296944010590489,-0.021647687142921035
F3_Ring,speed,feature_bank_manus_validation_20260915,fast,0.42269397269397274,0.484071484071484,0.06137751137751124,-0.22350976898991837,0.0038273210706445265
F4_Spectral,speed,feature_bank_manus_validation_20260915,ALL,0.3409759660911735,0.3671492921492921,0.026173326058118618,-0.9725797536328424,-0.02178861306757171
F4_Spectral,speed,feature_bank_manus_validation_20260915,slow,0.2124135124135124,0.23703703703703702,0.02462352462352463,-1.2506423383747807,-0.04669122756677732
F4_Spectral,speed,feature_bank_manus_validation_20260915,medium,0.33566017316017316,0.416088486676722,0.08042831351654883,-0.8746912798528128,-0.0044127968823236
F4_Spectral,speed,feature_bank_manus_validation_20260915,fast,0.42269397269397274,0.4335969041851395,0.010902931491166779,-0.7924056426709356,-0.014261814753614155
F5_Temporal,speed,feature_bank_manus_validation_20260915,ALL,0.3409759660911735,0.3393441236183172,-0.0016318424728563041,-0.46396310857902945,-0.02051143938068864
F5_Temporal,speed,feature_bank_manus_validation_20260915,slow,0.2124135124135124,0.22420634920634916,0.01179283679283677,-0.6698752457473711,-0.03030054823640299
F5_Temporal,speed,feature_bank_manus_validation_20260915,medium,0.33566017316017316,0.36809301809301803,0.03243284493284487,-0.36240881444836326,-0.012289181201315447
F5_Temporal,speed,feature_bank_manus_validation_20260915,fast,0.42269397269397274,0.38472222222222224,-0.0379717504717505,-0.35960526554135486,-0.018944588704347454
F9_Quality,speed,feature_bank_manus_validation_20260915,ALL,0.3409759660911735,0.3581472826898601,0.017171316598686648,-0.9732417476073318,-0.014345432739008457
F9_Quality,speed,feature_bank_manus_validation_20260915,slow,0.2124135124135124,0.255026455026455,0.0426129426129426,-1.2893655861636608,-0.03233318540122637
F9_Quality,speed,feature_bank_manus_validation_20260915,medium,0.33566017316017316,0.3611111111111111,0.025450937950937946,-1.1371502207442208,-0.01022527772357018
F9_Quality,speed,feature_bank_manus_validation_20260915,fast,0.42269397269397274,0.4241647241647242,0.0014707514707514857,-0.49320943591411703,-0.0004778350922287622
F6_IMU,speed,feature_bank_manus_validation_20260915,ALL,0.3409759660911735,0.3629196998655127,0.021943733774339225,-0.5113415052608046,-0.02331613908914479
F6_IMU,speed,feature_bank_manus_validation_20260915,slow,0.2124135124135124,0.3008885850991114,0.08847507268559904,-0.7058187693213438,-0.03089802174541484
F6_IMU,speed,feature_bank_manus_validation_20260915,medium,0.33566017316017316,0.4090874811463047,0.07342730798613156,-0.4930966419012157,-0.009935888027638562
F6_IMU,speed,feature_bank_manus_validation_20260915,fast,0.42269397269397274,0.356010656010656,-0.06668331668331673,-0.3351091045598551,-0.029114507494381048
