run_id,dataset,phase,subject,family,D_nuisance,D_gesture,J,feature_dimension,definition
feature_bank_manus_calibration_diagnostics_validation_20260915,semg_manus,validation,7,F4_Spectral,7.63829231262207,7.067791938781738,0.9253104816506537,72,train-standardized same-user class centroid session displacement / target within-user class separation
feature_bank_manus_calibration_diagnostics_validation_20260915,semg_manus,validation,8,F4_Spectral,6.139522552490234,7.216551303863525,1.1754254898754732,72,train-standardized same-user class centroid session displacement / target within-user class separation
feature_bank_manus_calibration_diagnostics_validation_20260915,semg_manus,validation,3,F5_Temporal,6.939847469329834,5.791887283325195,0.8345842338641012,57,train-standardized same-user class centroid session displacement / target within-user class separation
feature_bank_manus_calibration_diagnostics_validation_20260915,semg_manus,validation,4,F5_Temporal,4.607155799865723,5.615138530731201,1.2187863347042958,57,train-standardized same-user class centroid session displacement / target within-user class separation
feature_bank_manus_calibration_diagnostics_validation_20260915,semg_manus,validation,5,F5_Temporal,5.2372283935546875,5.653709411621094,1.0795231727105654,57,train-standardized same-user class centroid session displacement / target within-user class separation
feature_bank_manus_calibration_diagnostics_validation_20260915,semg_manus,validation,6,F5_Temporal,5.658443927764893,5.829251766204834,1.0301863622966714,57,train-standardized same-user class centroid session displacement / target within-user class separation
feature_bank_manus_calibration_diagnostics_validation_20260915,semg_manus,validation,7,F5_Temporal,4.607753276824951,4.348984241485596,0.943840518405836,57,train-standardized same-user class centroid session displacement / target within-user class separation
feature_bank_manus_calibration_diagnostics_validation_20260915,semg_manus,validation,8,F5_Temporal,5.065370559692383,4.70083475112915,0.9280337333136199,57,train-standardized same-user class centroid session displacement / target within-user class separation
feature_bank_manus_calibration_diagnostics_validation_20260915,semg_manus,validation,3,F6_IMU,3.9873569011688232,2.116075038909912,0.5306961707614113,13,train-standardized same-user class centroid session displacement / target within-user class separation
feature_bank_manus_calibration_diagnostics_validation_20260915,semg_manus,validation,4,F6_IMU,3.3258445262908936,1.5474127531051636,0.4652691191281966,13,train-standardized same-user class centroid session displacement / target within-user class separation
feature_bank_manus_calibration_diagnostics_validation_20260915,semg_manus,validation,5,F6_IMU,3.4449949264526367,2.3100156784057617,0.6705425487473066,13,train-standardized same-user class centroid session displacement / target within-user class separation
feature_bank_manus_calibration_diagnostics_validation_20260915,semg_manus,validation,6,F6_IMU,3.3177802562713623,3.7212071418762207,1.1215954205650502,13,train-standardized same-user class centroid session displacement / target within-user class separation
feature_bank_manus_calibration_diagnostics_validation_20260915,semg_manus,validation,7,F6_IMU,2.7207820415496826,1.1945258378982544,0.439037680951998,13,train-standardized same-user class centroid session displacement / target within-user class separation
feature_bank_manus_calibration_diagnostics_validation_20260915,semg_manus,validation,8,F6_IMU,4.546088695526123,1.5246444940567017,0.3353749995148121,13,train-standardized same-user class centroid session displacement / target within-user class separation
