run_id,dataset,phase,subject,condition,calibration_budget,evaluation_unit,evaluation_trials,core_definition_mode,scope,family_a,family_b,comparison_type,error_correlation,both_wrong,core_wrong_increment_correct,core_correct_increment_wrong,disagreement_fraction,disagreement_rate,a_correct_b_wrong,a_wrong_b_correct,both_correct,protocol,evaluation_bouts,shots_per_class,method,calibration_force,target_force_calibration,calibration_trials,session/domain,classes_present,aggregation,evaluation_windows,weighting,evaluation,disagreement
feature_bank_wearing_session_validation_20260916,libemg_electrode_shift,validation,15,trial_1,0,,,,"reference ring, not historical validated RLCS; same held-out trials",F3_Ring_population,F3_Ring_local_anchor,,1.0,0.2,,,,0.0,0.0,0.0,0.8,,,,,,,,,,,,,,
feature_bank_wearing_session_validation_20260916,libemg_electrode_shift,validation,15,trial_1,1,,,,"reference ring, not historical validated RLCS; same held-out trials",population_uniform,population_session_context,,1.0,0.4,,,,0.0,0.0,0.0,0.6000000000000001,,,,,,,,,,,,,,
feature_bank_wearing_session_validation_20260916,libemg_electrode_shift,validation,15,trial_1,1,,,,"reference ring, not historical validated RLCS; same held-out trials",F3_Ring_population,F3_Ring_local_anchor,,0.24999999999999992,0.2,,,,0.6000000000000001,0.6000000000000001,0.0,0.2,,,,,,,,,,,,,,
feature_bank_wearing_session_validation_20260916,libemg_electrode_shift,validation,15,trial_2,0,,,,"reference ring, not historical validated RLCS; same held-out trials",population_uniform,population_session_context,,1.0,0.4,,,,0.0,0.0,0.0,0.6,,,,,,,,,,,,,,
feature_bank_wearing_session_validation_20260916,libemg_electrode_shift,validation,15,trial_2,0,,,,"reference ring, not historical validated RLCS; same held-out trials",F3_Ring_population,F3_Ring_local_anchor,,1.0,0.2,,,,0.0,0.0,0.0,0.8,,,,,,,,,,,,,,
feature_bank_wearing_session_validation_20260916,libemg_electrode_shift,validation,15,trial_2,1,,,,"reference ring, not historical validated RLCS; same held-out trials",population_uniform,population_session_context,,1.0,0.4,,,,0.0,0.0,0.0,0.6000000000000001,,,,,,,,,,,,,,
feature_bank_wearing_session_validation_20260916,libemg_electrode_shift,validation,15,trial_2,1,,,,"reference ring, not historical validated RLCS; same held-out trials",F3_Ring_population,F3_Ring_local_anchor,,0.6123724356957946,0.2,,,,0.4,0.2,0.0,0.6000000000000001,,,,,,,,,,,,,,
feature_bank_wearing_session_validation_20260916,libemg_electrode_shift,validation,15,trial_3,0,,,,"reference ring, not historical validated RLCS; same held-out trials",population_uniform,population_session_context,,1.0,0.4,,,,0.0,0.0,0.0,0.6,,,,,,,,,,,,,,
feature_bank_wearing_session_validation_20260916,libemg_electrode_shift,validation,15,trial_3,0,,,,"reference ring, not historical validated RLCS; same held-out trials",F3_Ring_population,F3_Ring_local_anchor,,N/A,0.0,,,,0.2,0.0,0.2,0.8,,,,,,,,,,,,,,
feature_bank_wearing_session_validation_20260916,libemg_electrode_shift,validation,15,trial_3,1,,,,"reference ring, not historical validated RLCS; same held-out trials",population_uniform,population_session_context,,1.0,0.4,,,,0.0,0.0,0.0,0.6000000000000001,,,,,,,,,,,,,,
feature_bank_wearing_session_validation_20260916,libemg_electrode_shift,validation,15,trial_3,1,,,,"reference ring, not historical validated RLCS; same held-out trials",F3_Ring_population,F3_Ring_local_anchor,,N/A,0.0,,,,0.6000000000000001,0.6000000000000001,0.0,0.4,,,,,,,,,,,,,,
feature_bank_wearing_session_validation_20260916,libemg_electrode_shift,validation,15,trial_4,0,,,,"reference ring, not historical validated RLCS; same held-out trials",population_uniform,population_session_context,,1.0,0.4,,,,0.0,0.0,0.0,0.6,,,,,,,,,,,,,,
feature_bank_wearing_session_validation_20260916,libemg_electrode_shift,validation,15,trial_4,0,,,,"reference ring, not historical validated RLCS; same held-out trials",F3_Ring_population,F3_Ring_local_anchor,,N/A,0.0,,,,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,
feature_bank_wearing_session_validation_20260916,libemg_electrode_shift,validation,15,trial_4,1,,,,"reference ring, not historical validated RLCS; same held-out trials",population_uniform,population_session_context,,1.0,0.4,,,,0.0,0.0,0.0,0.6000000000000001,,,,,,,,,,,,,,
feature_bank_wearing_session_validation_20260916,libemg_electrode_shift,validation,15,trial_4,1,,,,"reference ring, not historical validated RLCS; same held-out trials",F3_Ring_population,F3_Ring_local_anchor,,N/A,0.0,,,,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,
feature_bank_wearing_session_validation_20260916,libemg_electrode_shift,validation,16,trial_1,0,,,,"reference ring, not historical validated RLCS; same held-out trials",population_uniform,population_session_context,,1.0,0.4,,,,0.0,0.0,0.0,0.6,,,,,,,,,,,,,,
feature_bank_wearing_session_validation_20260916,libemg_electrode_shift,validation,16,trial_1,0,,,,"reference ring, not historical validated RLCS; same held-out trials",F3_Ring_population,F3_Ring_local_anchor,,0.816496580927726,0.5,,,,0.1,0.1,0.0,0.4,,,,,,,,,,,,,,
feature_bank_wearing_session_validation_20260916,libemg_electrode_shift,validation,16,trial_1,1,,,,"reference ring, not historical validated RLCS; same held-out trials",population_uniform,population_session_context,,0.6123724356957946,0.6000000000000001,,,,0.2,0.2,0.0,0.2,,,,,,,,,,,,,,
feature_bank_wearing_session_validation_20260916,libemg_electrode_shift,validation,16,trial_1,1,,,,"reference ring, not historical validated RLCS; same held-out trials",F3_Ring_population,F3_Ring_local_anchor,,-0.16666666666666666,0.2,,,,0.8,0.2,0.4,0.2,,,,,,,,,,,,,,
