run_id,phase,dataset,subject,condition,shots_per_class,feature_bank,mode,evaluation_trials,macro_f1,accuracy,log_loss,brier,ece,per_class_f1_json,method,calibration_trials,supported,reason,aggregation,protocol,calibration_force,target_force_calibration,model,feature_dimension,session/domain,classes_present,removed_family,n0,reliability_temperature,weights_json
feature_bank_wearing_session_normalization_validation_20260916,validation,libemg_electrode_shift,15,trial_1,1,F0|F3_Ring_reference,,5,0.4666666666666666,0.6,0.8279437221056305,0.09305523127686689,0.3850711486691458,"{""close"":0.6666666666666666,""open"":0.0,""rest"":1.0,""flexion"":0.6666666666666666,""extension"":0.0}",unnormalized_source,5,True,,,,,,,,,,,,,
feature_bank_wearing_session_normalization_validation_20260916,validation,libemg_electrode_shift,15,trial_1,2,F0|F3_Ring_reference,,,,,,,,,unsupported_budget,,False,Only two native trials/class/wearing-domain; no evaluation trial remains,,,,,,,,,,,,
feature_bank_wearing_session_normalization_validation_20260916,validation,libemg_electrode_shift,15,trial_1,5,F0|F3_Ring_reference,,,,,,,,,unsupported_budget,,False,Only two native trials/class/wearing-domain; no evaluation trial remains,,,,,,,,,,,,
feature_bank_wearing_session_normalization_validation_20260916,validation,libemg_electrode_shift,15,trial_2,0,F0|F3_Ring_reference,,10,0.4666666666666666,0.6,1.1588732457234494,0.11389151178578033,0.30717948357816455,"{""close"":0.6666666666666666,""open"":0.0,""rest"":1.0,""flexion"":0.6666666666666666,""extension"":0.0}",source_model,0,True,,,,,,,,,,,,,
feature_bank_wearing_session_normalization_validation_20260916,validation,libemg_electrode_shift,15,trial_2,0,F0|F3_Ring_reference,,10,0.4666666666666666,0.6,1.1588732457234494,0.11389151178578033,0.30717948357816455,"{""close"":0.6666666666666666,""open"":0.0,""rest"":1.0,""flexion"":0.6666666666666666,""extension"":0.0}",session_model,0,True,,,,,,,,,,,,,
feature_bank_wearing_session_normalization_validation_20260916,validation,libemg_electrode_shift,15,trial_2,0,F0|F3_Ring_reference,,10,0.4666666666666666,0.6,1.1588732457234494,0.11389151178578033,0.30717948357816455,"{""close"":0.6666666666666666,""open"":0.0,""rest"":1.0,""flexion"":0.6666666666666666,""extension"":0.0}",session_context,0,True,,,,,,,,,,,,,
feature_bank_wearing_session_normalization_validation_20260916,validation,libemg_electrode_shift,15,trial_2,0,F0|F3_Ring_reference,,10,0.4742857142857143,0.6,1.0393226568534923,0.1073597726502362,0.27770751912196223,"{""close"":0.5714285714285714,""open"":0.0,""rest"":1.0,""flexion"":0.8,""extension"":0.0}",source_long_anchor,0,True,,,,,,,,,,,,,
feature_bank_wearing_session_normalization_validation_20260916,validation,libemg_electrode_shift,15,trial_2,0,F0|F3_Ring_reference,,10,0.4742857142857143,0.6,1.0393226568534923,0.1073597726502362,0.27770751912196223,"{""close"":0.5714285714285714,""open"":0.0,""rest"":1.0,""flexion"":0.8,""extension"":0.0}",session_long_anchor,0,True,,,,,,,,,,,,,
feature_bank_wearing_session_normalization_validation_20260916,validation,libemg_electrode_shift,15,trial_2,0,F0|F3_Ring_reference,,10,0.4742857142857143,0.6,1.0393226568534923,0.1073597726502362,0.27770751912196223,"{""close"":0.5714285714285714,""open"":0.0,""rest"":1.0,""flexion"":0.8,""extension"":0.0}",session_local_anchor,0,True,,,,,,,,,,,,,
feature_bank_wearing_session_normalization_validation_20260916,validation,libemg_electrode_shift,15,trial_2,0,F0|F3_Ring_reference,,10,0.4742857142857143,0.6,1.0393226568534923,0.1073597726502362,0.27770751912196223,"{""close"":0.5714285714285714,""open"":0.0,""rest"":1.0,""flexion"":0.8,""extension"":0.0}",session_blended_anchor,0,True,,,,,,,,,,,,,
