run_id,source_artifact,source_row_1based,source_record_sha256,dataset,subject,session/domain,core_bank,added_family,condition,delta_logloss,delta_macro_f1,delta_brier,metadata_notes_json
feature_bank_force_audited_validation_20260915,conditional_incremental.csv,54,c31709dbb6d66579dc61dcad3b404b15494c6d9fbb3dd5169be3cff31d885288,libemg_contraction_intensity,N/A,60P,F0,F3_Ring,60P,-0.14315455796926413,0.0008435619309599129,-0.002654647953874281,"{""dataset"": ""same-run recorded dataset"", ""session/domain"": ""recorded condition/domain; not an inferred session ID"", ""subject"": ""not recoverable from inspected source fields/manifest""}"
feature_bank_force_audited_validation_20260915,conditional_incremental.csv,55,3958929ee6bd1e3f813c2a88f8f294354742e5a4643209cc97c525a76c7b8af1,libemg_contraction_intensity,N/A,70P,F0,F3_Ring,70P,-0.12928526278713615,-0.015218623800180242,-0.003564256855125597,"{""dataset"": ""same-run recorded dataset"", ""session/domain"": ""recorded condition/domain; not an inferred session ID"", ""subject"": ""not recoverable from inspected source fields/manifest""}"
feature_bank_force_audited_validation_20260915,conditional_incremental.csv,56,747465b4bb882a87aeb8f4888924cbcf1769f8dbe4290bc3ac0615e7c37b1ea2,libemg_contraction_intensity,N/A,80P,F0,F3_Ring,80P,-0.07979348071116199,0.019916044237031527,0.0008634841387952924,"{""dataset"": ""same-run recorded dataset"", ""session/domain"": ""recorded condition/domain; not an inferred session ID"", ""subject"": ""not recoverable from inspected source fields/manifest""}"
feature_bank_force_audited_validation_20260915,conditional_incremental.csv,57,9a8c0017817d73e130e4365cdf07b54b01b54e6b169f06acdf3a1dbdbfcda04b,libemg_contraction_intensity,N/A,Hard,F0,F3_Ring,Hard,-0.222939261643591,-0.012052111376862129,-0.0033890232516773644,"{""dataset"": ""same-run recorded dataset"", ""session/domain"": ""recorded condition/domain; not an inferred session ID"", ""subject"": ""not recoverable from inspected source fields/manifest""}"
feature_bank_force_audited_validation_20260915,conditional_incremental.csv,58,6010a3366d2661995ff488a977010c28aedb66bd8e5f06c44e1032653197f954,libemg_contraction_intensity,N/A,Light,F0,F3_Ring,Light,-0.471027734188908,-0.0010551324702881004,-0.007221271190721523,"{""dataset"": ""same-run recorded dataset"", ""session/domain"": ""recorded condition/domain; not an inferred session ID"", ""subject"": ""not recoverable from inspected source fields/manifest""}"
feature_bank_force_audited_validation_20260915,conditional_incremental.csv,59,b8dbe68b8d68b96a37cde29b83aa50b9bfc15ad950778d35655748db3dce8589,libemg_contraction_intensity,N/A,MVC,F0,F3_Ring,MVC,0.050900904380017487,-0.0057233656135880495,-0.0002531320203149334,"{""dataset"": ""same-run recorded dataset"", ""session/domain"": ""recorded condition/domain; not an inferred session ID"", ""subject"": ""not recoverable from inspected source fields/manifest""}"
feature_bank_force_audited_validation_20260915,conditional_incremental.csv,60,77cf7760ada64b3966a9344f23c0ac002512bd29f35f1dbd2d5f67a9733284b2,libemg_contraction_intensity,N/A,Medium,F0,F3_Ring,Medium,-0.33820032085219487,0.026643921619262434,-0.0010626452251575325,"{""dataset"": ""same-run recorded dataset"", ""session/domain"": ""recorded condition/domain; not an inferred session ID"", ""subject"": ""not recoverable from inspected source fields/manifest""}"
feature_bank_force_audited_validation_20260915,conditional_incremental.csv,61,538c9ac30b80c3b8a3ab473fa1d1fe85aff4a417fcab94f84a56192aedb0f96a,libemg_contraction_intensity,N/A,N/A,F0,F4_Spectral,ALL,-0.19016829387486567,0.03953868811891892,0.006196437686844469,"{""dataset"": ""same-run recorded dataset"", ""session/domain"": ""not recoverable from inspected source fields/manifest"", ""subject"": ""not recoverable from inspected source fields/manifest""}"
feature_bank_force_audited_validation_20260915,conditional_incremental.csv,62,4d8208ced9cd17109fc30543ba8bc332386ada4ec5bc603e178bad3e551f5abc,libemg_contraction_intensity,N/A,20P,F0,F4_Spectral,20P,0.1900278093349863,0.1847792095362004,0.022670330853128265,"{""dataset"": ""same-run recorded dataset"", ""session/domain"": ""recorded condition/domain; not an inferred session ID"", ""subject"": ""not recoverable from inspected source fields/manifest""}"
feature_bank_force_audited_validation_20260915,conditional_incremental.csv,63,d54dca076046075ca940c4946ffa2426f57fc218d0c20267f108b2a21dcee7a1,libemg_contraction_intensity,N/A,30P,F0,F4_Spectral,30P,0.04528483258907845,0.06255449758261944,0.010701401725394882,"{""dataset"": ""same-run recorded dataset"", ""session/domain"": ""recorded condition/domain; not an inferred session ID"", ""subject"": ""not recoverable from inspected source fields/manifest""}"
